taxid;name;rank
28256;Halomonadaceae;family
224372;Alcanivoracaceae;family
135620;Oceanospirillaceae;family
255527;Saccharospirillaceae;family
224379;Hahellaceae;family
261963;Kangiella;genus
1706371;Cellvibrionaceae;family
1706372;Halieaceae;family
1706375;Spongiibacteraceae;family
48073;Microbulbifer;genus
72276;Ectothiorhodospiraceae;family
1046;Chromatiaceae;family
449719;Granulosicoccaceae;family
1676142;Wenzhouxiangella;genus
109262;Halothiobacillus;genus
84642;Aeromonadaceae;family
655184;Candidatus Thioglobus;genus
32036;sulfur-oxidizing symbionts;species
204619;Candidatus Nardonella;genus
568386;Sinobacteraceae;family
745;Pasteurella;genus
724;Haemophilus;genus
2094023;Glaesserella;genus
713;Actinobacillus;genus
416916;Aggregatibacter;genus
292486;Avibacterium;genus
1960084;Rodentibacter;genus
75984;Mannheimia;genus
697331;Basfia;genus
662;Vibrio;genus
657;Photobacterium;genus
51366;Salinivibrio;genus
511678;Aliivibrio;genus
416;Methylomonas;genus
2822410;Methylotuvimicrobium;genus
413;Methylococcus;genus
82115;Rhizobiaceae;family
119045;Methylobacteriaceae;family
31993;Methylocystaceae;family
41294;Bradyrhizobiaceae;family
69277;Phyllobacteriaceae;family
2831106;Devosiaceae;family
45404;Beijerinckiaceae;family
45401;Hyphomicrobiaceae;family
2821832;Stappiaceae;family
255475;Aurantimonadaceae;family
335928;Xanthobacteraceae;family
2813035;Parvibaculaceae;family
773;Bartonella;genus
59282;Blastochloris;genus
85413;Bosea;genus
28209;Chelatococcus;genus
1632780;Phreatobacter;genus
234;Brucella;genus
2829815;Azospirillaceae;family
433;Acetobacteraceae;family
41295;Rhodospirillaceae;family
2844866;Thalassospiraceae;family
2854170;Roseobacteraceae;family
31989;Rhodobacteraceae;family
41297;Sphingomonadaceae;family
335929;Erythrobacteraceae;family
2820280;Sphingosinicellaceae;family
942;Anaplasmataceae;family
1328881;Candidatus Midichloriaceae;family
775;Rickettsiaceae;family
198251;Candidatus Pelagibacter;genus
41275;Brevundimonas;genus
75;Caulobacter;genus
20;Phenylobacterium;genus
85;Hyphomonas;genus
29;Myxococcales;order
213118;Desulfobacterales;order
213115;Desulfovibrionales;order
69541;Desulfuromonadales;order
213462;Syntrophobacterales;order
117942;Desulfurellaceae;family
1779135;Bradymonadaceae;family
213849;Campylobacterales;order
235899;Nautiliales;order
481;Neisseriaceae;family
1499392;Chromobacteriaceae;family
119060;Burkholderiaceae;family
80864;Comamonadaceae;family
506;Alcaligenaceae;family
75682;Oxalobacteraceae;family
40544;Sutterella;genus
316612;Methylibium;genus
2008794;Zoogloeaceae;family
75787;Rhodocyclaceae;family
73029;Dechloromonas;genus
90627;Gallionellaceae;family
32011;Methylophilaceae;family
206379;Nitrosomonadaceae;family
2008793;Sterolibacteriaceae;family
2772226;Sulfuricellaceae;family
2008790;Thiobacillaceae;family
1652133;Halobacteriovorax;genus
200643;Bacteroidia;class
200644;Flavobacteriales;order
1936988;Saprospirales;order
768507;Cytophagales;order
563843;Rhodothermaceae;family
84566;Sphingobacteriaceae;family
563835;Chitinophagaceae;family
1101;Prosthecochloris;genus
274493;Chlorobium/Pelodictyon group;species
256319;Chlorobaculum;genus
2691354;Pirellulales;order
1914233;Gemmataceae;family
126;Planctomycetaceae;family
1763524;Isosphaeraceae;family
2483366;Sedimentisphaerales;order
134623;Opitutaceae;family
203557;Verrucomicrobiaceae;family
239934;Akkermansia;genus
92713;Parachlamydiaceae;family
392733;Terriglobus;genus
33973;Acidobacterium;genus
940557;Granulicella;genus
64895;Borreliella;genus
138;Borrelia;genus
146;Spirochaeta;genus
1643951;Pseudothermotoga;genus
2335;Thermotoga;genus
2422;Fervidobacterium;genus
2420;Thermosipho;genus
212790;Sulfurihydrogenibium;genus
75905;Thermocrinis;genus
2183;Methanococcaceae;family
196117;Methanocaldococcaceae;family
2159;Methanobacteriaceae;family
1644055;Haloferacales;order
2235;Halobacteriales;order
1644061;Natrialbaceae;family
94695;Methanosarcinales;order
2191;Methanomicrobiales;order
570266;Methanocella;genus
1033997;Nitrososphaeraceae;family
498374;Candidatus Nitrosocaldus;genus
338191;Nitrosopumilus;genus
2272;Desulfurococcaceae;family
2307;Pyrodictiaceae;family
2267;Thermoproteaceae;family
114378;Thermofilaceae;family
105850;Acidilobus;genus
2284;Sulfolobus;genus
12914;Acidianus;genus
69655;Sulfurisphaera;genus
41980;Metallosphaera;genus
74968;Ferroplasma;genus
2302;Thermoplasma;genus
1577788;Methanomassiliicoccaceae;family
2169577;Solemoviridae;family
675072;Secoviridae;family
232795;Dicistroviridae;family
11974;Caliciviridae;family
12058;Picornaviridae;family
699189;Iflaviridae;family
324901;Marnaviridae;family
675074;unclassified Picornavirales;species
2022639;Solinviviridae;family
2169570;Polycipiviridae;family
2499398;Arnidovirineae;species
11118;Coronaviridae;family
2508209;Tobaniviridae;family
1312872;Mesoniviridae;family
249589;Avastrovirus;genus
249588;Mamastrovirus;genus
12195;Potyvirus;genus
156207;Tritimovirus;genus
39731;Bymovirus;genus
137757;Ipomovirus;genus
1230390;Poacevirus;genus
156208;Macluravirus;genus
39730;Rymovirus;genus
1511808;Alphapartitivirus;genus
1511809;Betapartitivirus;genus
1511811;Gammapartitivirus;genus
1511810;Deltapartitivirus;genus
1511861;Amalgavirus;genus
39749;Hypovirus;genus
674981;Victorivirus;genus
11007;Totivirus;genus
39755;Leishmaniavirus;genus
674952;Trichomonasvirus;genus
11011;Giardiavirus;genus
11014;Chrysovirus;genus
2560100;Betachrysovirus;genus
2560087;Alphachrysovirus;genus
10988;Fijivirus;genus
10981;Cypovirus;genus
10882;Orthoreovirus;genus
311227;Mycoreovirus;genus
10979;Aquareovirus;genus
699180;Dinovernavirus;genus
10911;Coltivirus;genus
10912;Rotavirus;genus
10892;Orbivirus;genus
208294;Seadornavirus;genus
10985;Phytoreovirus;genus
675068;Betaflexiviridae;family
675064;Alphaflexiviridae;family
249184;Tymoviridae;family
2169569;Deltaflexivirus;genus
69973;Closteroviridae;family
39740;Bromoviridae;family
675071;Virgaviridae;family
564644;Endornaviridae;family
2732890;Mayoviridae;family
2560061;Kitaviridae;family
11019;Alphavirus;genus
291484;Hepeviridae;family
1283207;Alphatetraviridae;family
1513233;Benyviridae;family
2560077;Procedovirinae;species
12036;Luteovirus;genus
39734;Umbravirus;genus
12266;Dianthovirus;genus
143919;Betanodavirus;genus
143920;Alphanodavirus;genus
1980416;Peribunyaviridae;family
1980418;Phenuiviridae;family
11617;Arenaviridae;family
1980419;Tospoviridae;family
1980415;Nairoviridae;family
1980417;Phasmaviridae;family
2560074;Mammantavirinae;species
675845;Emaravirus;genus
11308;Orthomyxoviridae;family
11157;Mononegavirales;order
2499407;Jingchuvirales;order
153135;Gammaretrovirus;genus
153136;Deltaretrovirus;genus
140052;Betaretrovirus;genus
153057;Alpharetrovirus;genus
11646;Lentivirus;genus
2169666;Felispumavirus;genus
2169668;Simiispumavirus;genus
11640;Spumavirus;genus
104766;Nanovirus;genus
251096;Babuvirus;genus
39725;Circovirus;genus
742914;Cyclovirus;genus
2169662;Huchismacovirus;genus
2169661;Drosmacovirus;genus
2169663;Porprismacovirus;genus
2169575;Bovismacovirus;genus
2169610;Protobacilladnavirus;genus
10814;Begomovirus;genus
10812;Mastrevirus;genus
2034995;Grablovirus;genus
2022857;Capulavirus;genus
1298631;Turncurtovirus;genus
10813;Curtovirus;genus
2842607;Citlodavirus;genus
1298630;Becurtovirus;genus
1941236;Gemykibivirus;genus
1985367;Gemykrogvirus;genus
1542744;Gemycircularvirus;genus
1985366;Gemygorvirus;genus
1941238;Gemykolovirus;genus
333750;Alphapapillomavirus;genus
325458;Etapapillomavirus;genus
934804;Dyoiotapapillomavirus;genus
325462;Lambdapapillomavirus;genus
325455;Gammapapillomavirus;genus
333922;Betapapillomavirus;genus
934800;Chipapillomavirus;genus
334202;Mupapillomavirus;genus
325459;Epsilonpapillomavirus;genus
1513240;Dyomupapillomavirus;genus
935650;Psipapillomavirus;genus
325454;Deltapapillomavirus;genus
334211;Pipapillomavirus;genus
333921;Xipapillomavirus;genus
325456;Iotapapillomavirus;genus
325457;Kappapapillomavirus;genus
1513238;Dyokappapapillomavirus;genus
934799;Taupapillomavirus;genus
936058;Upsilonpapillomavirus;genus
1513246;Dyoxipapillomavirus;genus
936057;Rhopapillomavirus;genus
1891714;Betapolyomavirus;genus
1891713;Alphapolyomavirus;genus
1891716;Gammapolyomavirus;genus
2842669;Epsilonpolyomavirus;genus
1891715;Deltapolyomavirus;genus
1511911;Tetraparvovirus;genus
1507401;Bocaparvovirus;genus
10803;Dependoparvovirus;genus
1506574;Protoparvovirus;genus
310911;Amdoparvovirus;genus
40121;Erythroparvovirus;genus
1511888;Copiparvovirus;genus
1511864;Aveparvovirus;genus
2733223;Aquambidensovirus;genus
2733228;Protoambidensovirus;genus
40122;Iteradensovirus;genus
2733229;Scindoambidensovirus;genus
10806;Ambidensovirus;genus
2733230;Brevihamaparvovirus;genus
2733231;Chaphamaparvovirus;genus
10486;Iridoviridae;family
43682;Ascoviridae;family
944644;Marseilleviridae;family
181084;Prasinovirus;genus
181083;Chlorovirus;genus
10241;Chordopoxvirinae;species
10286;Betaentomopoxvirus;genus
10509;Mastadenovirus;genus
129876;Siadenovirus;genus
10552;Aviadenovirus;genus
100953;Atadenovirus;genus
2169670;Betatectivirus;genus
2169669;Alphatectivirus;genus
1762;Mycobacteriaceae;family
85025;Nocardiaceae;family
1716;Corynebacterium;genus
2053;Gordonia;genus
2060;Tsukamurella;genus
37914;Dietzia;genus
1268;Micrococcaceae;family
85021;Intrasporangiaceae;family
85023;Microbacteriaceae;family
85016;Cellulomonadaceae;family
2805590;Ornithinimicrobiaceae;family
145357;Dermacoccaceae;family
85017;Promicromonosporaceae;family
85018;Dermatophilaceae;family
85020;Dermabacteraceae;family
125316;Beutenbergiaceae;family
154116;Georgenia;genus
1696;Brevibacterium;genus
60919;Sanguibacter;genus
31957;Propionibacteriaceae;family
85015;Nocardioidaceae;family
182639;Kribbella;genus
83676;Nocardiopsaceae;family
2012;Thermomonosporaceae;family
2004;Streptosporangiaceae;family
2071;Saccharothrix;genus
1847;Pseudonocardia;genus
1813;Amycolatopsis;genus
40566;Actinosynnema;genus
1835;Saccharopolyspora;genus
65496;Actinoalloteichus;genus
1851;Saccharomonospora;genus
1883;Streptomyces;genus
2063;Kitasatospora;genus
228398;Streptacidiphilus;genus
1678;Bifidobacterium;genus
1873;Micromonospora;genus
1865;Actinoplanes;genus
168694;Salinispora;genus
907364;Phytohabitans;genus
1654;Actinomyces;genus
2529408;Schaalia;genus
1069494;Trueperella;genus
28263;Arcanobacterium;genus
1522056;Flaviflexus;genus
622681;Candidatus Planktophila;genus
2039639;Candidatus Nanopelagicus;genus
1643824;Atopobiaceae;family
84107;Coriobacteriaceae;family
84111;Eggerthella;genus
447020;Adlercreutzia;genus
90964;Staphylococcaceae;family
186817;Bacillaceae;family
186823;Alicyclobacillaceae;family
539002;Bacillales incertae sedis;species
186824;Thermoactinomycetaceae;family
186818;Planococcaceae;family
186822;Paenibacillaceae;family
186820;Listeriaceae;family
33958;Lactobacillaceae;family
1300;Streptococcaceae;family
81852;Enterococcaceae;family
186828;Carnobacteriaceae;family
186827;Aerococcaceae;family
538999;Eubacteriales incertae sedis;species
186807;Peptococcaceae;family
216572;Oscillospiraceae;family
31979;Clostridiaceae;family
186804;Peptostreptococcaceae;family
186806;Eubacteriaceae;family
186803;Lachnospiraceae;family
31984;Heliobacteriaceae;family
68298;Syntrophomonadaceae;family
990721;Christensenella;genus
972;Halanaerobiaceae;family
53434;Halobacteroidaceae;family
543371;Thermoanaerobacterales Family III. Incertae Sedis;family
186814;Thermoanaerobacteraceae;family
227388;Thermodesulfobium;genus
1570339;Peptoniphilaceae;family
1737406;Tissierellaceae;family
1843490;Sporomusaceae;family
1843491;Selenomonadaceae;family
906;Megasphaera;genus
29465;Veillonella;genus
39948;Dialister;genus
904;Acidaminococcus;genus
1505663;Erysipelatoclostridium;genus
1647;Erysipelothrix;genus
33925;Entomoplasmataceae;family
2132;Spiroplasma;genus
2093;Mycoplasma;genus
2767358;Mycoplasmopsis;genus
2129;Ureaplasma;genus
2147;Acholeplasma;genus
33926;Candidatus Phytoplasma;genus
146785;Thermosynechococcus;genus
1129;Synechococcus;genus
167375;Cyanobium;genus
1177;Nostoc;genus
1163;Anabaena;genus
264688;Trichormus;genus
748770;Dolichospermum;genus
1890450;Aphanothecaceae;family
1890464;Chroococcaceae;family
1125;Microcystis;genus
1892252;Microcoleaceae;family
1892254;Oscillatoriaceae;family
53335;Pantoea;genus
551;Erwinia;genus
2100764;Mixta;genus
82986;Tatumella;genus
629;Yersinia;genus
613;Serratia;genus
34037;Rahnella;genus
590;Salmonella;genus
561;Escherichia;genus
547;Enterobacter;genus
544;Citrobacter;genus
570;Klebsiella;genus
160674;Raoultella;genus
620;Shigella;genus
1330547;Kosakonia;genus
447792;Phytobacter;genus
1330545;Lelliottia;genus
413496;Cronobacter;genus
1330546;Pluralibacter;genus
82976;Buttiauxella;genus
83654;Leclercia;genus
158483;Cedecea;genus
203804;Candidatus Blochmannia;genus
122277;Pectobacterium;genus
204037;Dickeya;genus
71655;Brenneria;genus
568;Hafnia;genus
635;Edwardsiella;genus
583;Proteus;genus
586;Providencia;genus
626;Xenorhabdus;genus
637;Arsenophonus;genus
29487;Photorhabdus;genus
286;Pseudomonas;genus
352;Azotobacter;genus
469;Acinetobacter;genus
475;Moraxella;genus
497;Psychrobacter;genus
226;Alteromonas;genus
2742;Marinobacter;genus
1621534;Paraglaciecola;genus
1172191;Catenovulum;genus
89404;Glaciecola;genus
288793;Salinimonas;genus
22;Shewanella;genus
2547964;Parashewanella;genus
28228;Colwellia;genus
1518149;Thalassotalea;genus
68;Lysobacter;genus
338;Xanthomonas;genus
2370;Xylella;genus
40323;Stenotrophomonas;genus
141948;Thermomonas;genus
83614;Luteimonas;genus
83618;Pseudoxanthomonas;genus
242605;Luteibacter;genus
231454;Dyella;genus
75309;Rhodanobacter;genus
445;Legionella;genus
776;Coxiella;genus
254245;Aquicella;genus
262;Francisella;genus
1869285;Allofrancisella;genus
40222;Methylophaga;genus
933;Thiomicrospira;genus
28884;Hydrogenovibrio;genus
2039723;Thiomicrorhabdus;genus
34067;Cycloclasticus;genus
2745;Halomonas;genus
504090;Kushneria;genus
204286;Cobetia;genus
59753;Alcanivorax;genus
28253;Marinomonas;genus
48075;Marinobacterium;genus
158481;Hahella;genus
10;Cellvibrio;genus
2425;Teredinibacter;genus
1217416;Halioglobus;genus
85108;Halorhodospira;genus
106633;Thioalkalivibrio;genus
1335745;Spiribacter;genus
1227;Nitrosococcus;genus
642;Aeromonas;genus
225143;Oceanisphaera;genus
2732587;Candidatus Vesicomyosocius;genus
1541743;Candidatus Ruthia;genus
227290;Rhizobium/Agrobacterium group;species
227292;Sinorhizobium/Ensifer group;species
34019;Liberibacter;genus
407;Methylobacterium;genus
2282523;Methylorubrum;genus
186650;Microvirga;genus
133;Methylocystis;genus
425;Methylosinus;genus
374;Bradyrhizobium;genus
911;Nitrobacter;genus
68287;Mesorhizobium;genus
31988;Aminobacter;genus
28100;Phyllobacterium;genus
46913;Devosia;genus
120652;Methylocella;genus
1484898;Methyloceanibacter;genus
81;Hyphomicrobium;genus
478070;Labrenzia;genus
414371;Aureimonas;genus
293088;Martelella;genus
99;Ancylobacter;genus
152053;Starkeya;genus
191;Azospirillum;genus
1434011;Komagataeibacter;genus
434;Acetobacter;genus
441;Gluconobacter;genus
522;Acidiphilium;genus
125216;Roseomonas;genus
1649499;Swingsia;genus
13134;Magnetospirillum;genus
1081;Rhodospirillum;genus
2705399;Hypericibacter;genus
168934;Thalassospira;genus
97050;Ruegeria;genus
2433;Roseobacter;genus
60136;Sulfitobacter;genus
74030;Roseovarius;genus
92944;Ketogulonicigenium;genus
302485;Phaeobacter;genus
53945;Octadecabacter;genus
263377;Salipiger;genus
191028;Leisingera;genus
875170;Celeribacter;genus
265;Paracoccus;genus
1060;Rhodobacter;genus
34008;Rhodovulum;genus
165697;Sphingopyxis;genus
165696;Novosphingobium;genus
165695;Sphingobium;genus
13687;Sphingomonas;genus
1234545;Parasphingopyxis;genus
150203;Blastomonas;genus
361177;Altererythrobacter;genus
2800686;Tsuneonella;genus
1855416;Qipengyuania;genus
1295327;Croceicoccus;genus
2800681;Aurantiacibacter;genus
1041;Erythrobacter;genus
335405;Sphingosinicella;genus
943;Ehrlichia;genus
768;Anaplasma;genus
33993;Neorickettsia;genus
953;Wolbachia;genus
780;Rickettsia;genus
80811;Cystobacterineae;species
49;Polyangiaceae;family
213121;Desulfobulbaceae;family
213119;Desulfobacteraceae;family
194924;Desulfovibrionaceae;family
898;Desulfomicrobium;genus
213422;Geobacteraceae;family
213421;Desulfuromonadaceae;family
2812025;Syntrophotalea;genus
213465;Syntrophobacteraceae;family
213468;Syntrophaceae;family
72294;Campylobacteraceae;family
72293;Helicobacteraceae;family
2771471;Thiovulaceae;family
2771472;Sulfurovaceae;family
224467;Nautiliaceae;family
2795691;Nitratiruptoraceae;family
59;Vitreoscilla;genus
482;Neisseria;genus
32257;Kingella;genus
538;Eikenella;genus
90153;Chromobacterium group;species
230666;Chitinibacter;genus
407217;Aquitalea;genus
44013;Polynucleobacter;genus
32008;Burkholderia;genus
48736;Ralstonia;genus
1822464;Paraburkholderia;genus
93217;Pandoraea;genus
106589;Cupriavidus;genus
1827195;Caballeronia;genus
1810868;Mycoavidus;genus
283;Comamonas;genus
34072;Variovorax;genus
52972;Polaromonas;genus
12916;Acidovorax;genus
80865;Delftia;genus
238749;Diaphorobacter;genus
47420;Hydrogenophaga;genus
28065;Rhodoferax;genus
219181;Ottowia;genus
2490452;Serpentinomonas;genus
517;Bordetella;genus
507;Alcaligenes;genus
290425;Advenella;genus
222;Achromobacter;genus
29574;Taylorella;genus
305976;Pusillimonas;genus
152267;Pigmentiphaga;genus
963;Herbaspirillum;genus
29580;Janthinobacterium;genus
149698;Massilia;genus
303379;Herminiimonas;genus
401469;Undibacterium;genus
202907;Collimonas;genus
12960;Azoarcus;genus
33057;Thauera;genus
146937;Azospira;genus
81682;Methylovorus;genus
1679002;Candidatus Methylopumilus;genus
359407;Methylotenera;genus
914;Nitrosomonas;genus
35798;Nitrosospira;genus
1778653;Sulfuriferula;genus
171549;Bacteroidales;order
1970189;Marinilabiliales;order
49546;Flavobacteriaceae;family
2762318;Weeksellaceae;family
34098;Blattabacterium;genus
1853232;Hymenobacteraceae;family
563798;Cyclobacteriaceae;family
89373;Cytophagaceae;family
1501348;Amoebophilaceae;family
59739;Flammeovirga;genus
84567;Pedobacter;genus
28453;Sphingobacterium;genus
423349;Mucilaginibacter;genus
1769012;Arachidicoccus;genus
79328;Chitinophaga;genus
398041;Flavisolibacter;genus
379899;Niabella;genus
1091;Chlorobium;genus
1099;Pelodictyon;genus
2691357;Pirellulaceae;family
113;Gemmata;genus
1649453;Gimesia;genus
1649480;Planctopirus;genus
2483367;Sedimentisphaeraceae;family
282132;Candidatus Protochlamydia;genus
2184;Methanococcus;genus
196118;Methanocaldococcus;genus
2172;Methanobrevibacter;genus
2160;Methanobacterium;genus
2316;Methanosphaera;genus
145260;Methanothermobacter;genus
1963271;Halorubraceae;family
1644056;Haloferacaceae;family
2236;Halobacteriaceae;family
1963268;Haloarculaceae;family
88723;Natrinema;genus
2765402;Natrarchaeobaculum;genus
121871;Haloterrigena;genus
134813;Natronorubrum;genus
2206;Methanosarcinaceae;family
2222;Methanothrix;genus
1198451;Methanoregulaceae;family
2194;Methanomicrobiaceae;family
497726;Nitrososphaera;genus
1826864;Candidatus Nitrosocosmicus;genus
2279;Staphylothermus;genus
2273;Desulfurococcus;genus
54258;Ignicoccus;genus
164450;Vulcanisaeta;genus
2276;Pyrobaculum;genus
2270;Thermoproteus;genus
2268;Thermofilum;genus
119164;Polerovirus;genus
12289;Enamovirus;genus
12137;Sobemovirus;genus
675075;Comovirinae;species
310684;Cheravirus;genus
12050;Waikavirus;genus
215920;Sadwavirus;genus
675073;Torradovirus;genus
12057;Sequivirus;genus
144051;Cripavirus;genus
1213379;Aparavirus;genus
1922209;Triatovirus;genus
142786;Norovirus;genus
95339;Lagovirus;genus
95337;Vesivirus;genus
95341;Sapovirus;genus
696855;Nebovirus;genus
1511802;Passerivirus;genus
12109;Aphthovirus;genus
12059;Enterovirus;genus
194960;Kobuvirus;genus
138954;Parechovirus;genus
1511775;Gallivirus;genus
1511804;Rosavirus;genus
1330069;Megrivirus;genus
12103;Cardiovirus;genus
12091;Hepatovirus;genus
1330067;Dicipivirus;genus
1511778;Mischivirus;genus
586418;Cosavirus;genus
1506581;Crohivirus;genus
1755589;Kunsagivirus;genus
688449;Salivirus;genus
1755587;Sicinivirus;genus
1914566;Limnipivirus;genus
1511771;Avisivirus;genus
686982;Sapelovirus;genus
1431456;Hunnivirus;genus
232799;Iflavirus;genus
2560218;Salisharnavirus;genus
2560230;Sogarnavirus;genus
674962;Bacillarnavirus;genus
2560169;Locarnavirus;genus
2219049;Husavirus;genus
2219055;Posavirus;genus
2169646;Sopolycivirus;genus
76803;Arteriviridae;family
693996;Alphacoronavirus;genus
694002;Betacoronavirus;genus
694013;Gammacoronavirus;genus
1159901;Deltacoronavirus;genus
11155;Torovirus;genus
694018;Bafinivirus;genus
1312873;Alphamesonivirus;genus
1914298;Trivirinae;species
1914297;Quinvirinae;species
12176;Potexvirus;genus
140568;Allexivirus;genus
12148;Tymovirus;genus
12051;Marafivirus;genus
249185;Maculavirus;genus
12160;Closterovirus;genus
67753;Crinivirus;genus
217160;Ampelovirus;genus
1513308;Velarivirus;genus
12316;Ilarvirus;genus
12300;Bromovirus;genus
12304;Cucumovirus;genus
413970;Anulavirus;genus
12234;Tobamovirus;genus
12291;Furovirus;genus
186886;Pomovirus;genus
12293;Tobravirus;genus
119492;Pecluvirus;genus
2003394;Alphaendornavirus;genus
2003395;Betaendornavirus;genus
39760;Idaeovirus;genus
2022856;Blunervirus;genus
675070;Cilevirus;genus
1678141;Orthohepevirus;genus
85651;Omegatetravirus;genus
143901;Benyvirus;genus
1299309;Alphanecrovirus;genus
186457;Aureusvirus;genus
12141;Tombusvirus;genus
1911599;Alphacarmovirus;genus
1911601;Gammacarmovirus;genus
1911602;Pelarspovirus;genus
186844;Panicovirus;genus
1911600;Betacarmovirus;genus
1299311;Betanecrovirus;genus
11572;Orthobunyavirus;genus
1980533;Herbevirus;genus
2560198;Pacuvirus;genus
11584;Phlebovirus;genus
12329;Tenuivirus;genus
2733256;Bandavirus;genus
1980420;Goukovirus;genus
2734594;Uukuvirus;genus
1980421;Phasivirus;genus
1653395;Reptarenavirus;genus
1653394;Mammarenavirus;genus
2560196;Orthotospovirus;genus
1980517;Orthonairovirus;genus
1980538;Orthophasmavirus;genus
2501367;Mobatvirus;genus
1980442;Orthohantavirus;genus
2501368;Thottimvirus;genus
35323;Thogotovirus;genus
11158;Paramyxoviridae;family
11270;Rhabdoviridae;family
1513294;Nyamiviridae;family
1883067;Mymonaviridae;family
11244;Pneumoviridae;family
11266;Filoviridae;family
2501986;Artoviridae;family
178830;Bornaviridae;family
1884455;Anphevirus;genus
1884456;Arlivirus;genus
2501952;Chuviridae;family
2017756;Alphairidovirinae;species
2017757;Betairidovirinae;species
43680;Ascovirus;genus
1513458;Marseillevirus;genus
10282;Yatapoxvirus;genus
10257;Parapoxvirus;genus
10260;Avipoxvirus;genus
10242;Orthopoxvirus;genus
10265;Capripoxvirus;genus
10270;Leporipoxvirus;genus
2005509;Centapoxvirus;genus
1763;Mycobacterium;genus
1866885;Mycolicibacterium;genus
1073531;Mycolicibacter;genus
670516;Mycobacteroides;genus
1827;Rhodococcus;genus
1817;Nocardia;genus
1269;Micrococcus;genus
1663;Arthrobacter;genus
1742989;Glutamicibacter;genus
57493;Kocuria;genus
32207;Rothia;genus
1742993;Pseudarthrobacter;genus
1742992;Paenarthrobacter;genus
53457;Janibacter;genus
367298;Phycicoccus;genus
1573;Clavibacter;genus
33886;Rathayibacter;genus
110932;Leifsonia;genus
55968;Leucobacter;genus
2034;Curtobacterium;genus
2680004;Protaetiibacter;genus
33882;Microbacterium;genus
33877;Agromyces;genus
69578;Cryobacterium;genus
235888;Salinibacterium;genus
1705353;Aurantimicrobium;genus
76634;Mycetocola;genus
1331730;Chryseoglobus;genus
529883;Rhodoluna;genus
1707;Cellulomonas;genus
265976;Serinicoccus;genus
125287;Ornithinimicrobium;genus
57495;Dermacoccus;genus
157920;Cellulosimicrobium;genus
186188;Xylanimonas;genus
254250;Isoptericola;genus
43668;Brachybacterium;genus
36739;Dermabacter;genus
1912216;Cutibacterium;genus
1743;Propionibacterium;genus
1912215;Acidipropionibacterium;genus
72763;Tessaracoccus;genus
29404;Microlunatus;genus
2040;Aeromicrobium;genus
1839;Nocardioides;genus
2013;Nocardiopsis;genus
2019;Thermomonospora;genus
83681;Nonomuraea;genus
133925;Olsenella;genus
1279;Staphylococcus;genus
2803850;Mammaliicoccus;genus
69965;Macrococcus;genus
84406;Virgibacillus;genus
1386;Bacillus;genus
150247;Anoxybacillus;genus
2675234;Alkalihalobacillus;genus
2837511;Sutcliffiella;genus
129337;Geobacillus;genus
2800373;Priestia;genus
400634;Lysinibacillus;genus
1906945;Parageobacillus;genus
2675229;Peribacillus;genus
45667;Halobacillus;genus
2675232;Neobacillus;genus
2685905;Salicibibacter;genus
2675230;Cytobacillus;genus
1329200;Fictibacillus;genus
1221880;Psychrobacillus;genus
182709;Oceanobacillus;genus
2675233;Metabacillus;genus
2837508;Rossellomorea;genus
175304;Lentibacillus;genus
432330;Tumebacillus;genus
1129704;Kyrpidia;genus
33986;Exiguobacterium;genus
1378;Gemella;genus
1274351;Kroppenstedtia;genus
1372;Planococcus;genus
1569;Sporosarcina;genus
1649;Kurthia;genus
648800;Solibacillus;genus
651660;Paenisporosarcina;genus
55080;Brevibacillus;genus
44249;Paenibacillus;genus
329857;Cohnella;genus
55079;Aneurinibacillus;genus
1637;Listeria;genus
2742598;Limosilactobacillus;genus
1578;Lactobacillus;genus
2759736;Lacticaseibacillus;genus
1243;Leuconostoc;genus
2767893;Lentilactobacillus;genus
46254;Oenococcus;genus
46255;Weissella;genus
1253;Pediococcus;genus
2767886;Levilactobacillus;genus
2767842;Lactiplantibacillus;genus
2767885;Latilactobacillus;genus
2767887;Ligilactobacillus;genus
2767889;Loigolactobacillus;genus
2767888;Liquorilactobacillus;genus
2767881;Fructilactobacillus;genus
2767892;Secundilactobacillus;genus
2767879;Companilactobacillus;genus
2767890;Paucilactobacillus;genus
2767877;Apilactobacillus;genus
1301;Streptococcus;genus
1357;Lactococcus;genus
1350;Enterococcus;genus
51668;Tetragenococcus;genus
2737;Vagococcus;genus
1470540;Jeotgalibaca;genus
2747;Carnobacterium;genus
1375;Aerococcus;genus
543314;Eubacteriales Family XIII. Incertae Sedis;family
73918;Thermaerobacter;genus
56112;Dehalobacter;genus
36853;Desulfitobacterium;genus
1562;Desulfotomaculum;genus
79206;Desulfosporosinus;genus
1508657;Ruminiclostridium;genus
459786;Oscillibacter;genus
35829;Acetivibrio;genus
1263;Ruminococcus;genus
1485;Clostridium;genus
114627;Alkaliphilus;genus
1730;Eubacterium;genus
572511;Blautia;genus
1506553;Lachnoclostridium;genus
841;Roseburia;genus
698776;Cellulosilyticum;genus
207244;Anaerostipes;genus
1843210;Anaerocolumna;genus
830;Butyrivibrio;genus
2330;Halanaerobium;genus
28895;Thermoanaerobacterium;genus
44000;Caldicellulosiruptor;genus
1754;Thermoanaerobacter;genus
165779;Anaerococcus;genus
162289;Peptoniphilus;genus
365348;Pelosinus;genus
970;Selenomonas;genus
