taxid;name;rank
1923779;Zhejiang mosquito virus 3;species
1923460;Shayang ascaridia galli virus 2;species
1923463;Shayang virga-like virus 1;species
1923468;Shuangao insect virus 12;species
1923476;Shuangao sobemo-like virus 3;species
1923489;Wenling crustacean virus 6;species
1923662;Wenzhou tombus-like virus 1;species
1923670;Wenzhou tombus-like virus 17;species
1923697;Wuhan cricket virus 2;species
1923724;Wuhan insect virus 20;species
1923730;Wuhan insect virus 26;species
1923731;Wuhan insect virus 27;species
1923735;Wuhan insect virus 31;species
1923736;Wuhan insect virus 33;species
1923741;Wuhan large pig roundworm virus 1;species
1923742;Wuhan millipede virus 3;species
1922442;Beihai narna-like virus 15;species
1923753;Wuhan spider virus 4;species
1923781;Ubei picorna-like virus 3;species
1574287;Fisavirus 1;species
1661063;Fusariviridae;family
35278;unclassified ssRNA positive-strand viruses;species
988644;unclassified ssRNA negative-strand viruses;species
2006394;Shinobi tetravirus;species
1516128;Chaetoceros tenuissimus RNA virus type-II;species
2016468;Pansavirus 2;species
2016467;Pansavirus 1;species
186534;Caulimoviridae;family
11632;Retroviridae;family
186665;Metaviridae;family
10405;Orthohepadnavirus;genus
10437;Avihepadnavirus;genus
2169918;Bluegill hepatitis B virus;species
2169919;Tibetan frog hepatitis B virus;species
1690672;White sucker hepatitis B virus;species
2732423;Arfiviricetes;class
2732539;Geplafuvirales;order
2732421;Papovaviricetes;class
10780;Parvoviridae;family
1285589;Bombyx mori bidensovirus;species
456491;unclassified Inoviridae;species
1977139;Fibrovirus;genus
1074043;environmental samples;species
10861;Inovirus;genus
1977142;Lineavirus;genus
1977141;Habenivirus;genus
1977143;Saetivirus;genus
141904;Vibrio virus CTXphi;species
10862;Xanthomonas virus Cf1c;species
2011081;Pseudomonas virus Pf1;species
2011076;Vibrio virus VfO3K6;species
1343494;Stenotrophomonas phage SMA7;species
1346893;Stenotrophomonas phage SMA6;species
334856;Stenotrophomonas phage SMA9;species
926543;Ralstonia phage PE226;species
10868;Escherichia phage If1;species
10872;Pseudomonas phage Pf3;species
1852597;Xanthomonas phage Xf109;species
384360;Ralstonia phage RSS1;species
1105327;Vibrio phage VCY-phi;species
2011087;Stenotrophomonas phage PSH1;species
292443;Vibrio phage KSF1;species
127511;Vibrio phage Vf12;species
1968339;Thermus phage phiOH3;species
189836;Propionibacterium phage B5;species
1977144;Vespertiliovirus;genus
1977403;Acholeplasma phage MV-L51;species
93224;Spiroplasma phage SVTS2;species
1385657;unclassified Gokushovirinae;species
40274;Chlamydiamicrovirus;genus
10855;Spiroplasma virus SpV4;species
145579;Bdellovibrio phage phiMH2K;species
1609634;Eel River basin pequenovirus;species
1544364;Microviridae IME-16;species
1676181;Chimpanzee faeces associated microphage 1;species
1676182;Chimpanzee faeces associated microphage 2;species
1676183;Chimpanzee faeces associated microphage 3;species
1655644;Parabacteroides phage YZ-2015a;species
1655645;Parabacteroides phage YZ-2015b;species
1655647;Microviridae Bog1249_12;species
1655648;Microviridae Bog5275_51;species
1655651;Microviridae Bog9017_22;species
1655652;Microviridae Fen2266_11;species
1655653;Microviridae Fen418_41;species
1655654;Microviridae Fen4707_41;species
1655657;Microviridae Fen685_11;species
1655658;Microviridae Fen7786_21;species
1655660;Microviridae Fen7895_21;species
1655661;Microviridae Fen7918_21;species
1655662;Microviridae Fen7940_21;species
1327987;Cellulophaga phage phi12a:1;species
2219133;Alces alces faeces associated microvirus MP10 5560;species
2219134;Alces alces faeces associated microvirus MP11 5517;species
2219135;Alces alces faeces associated microvirus MP12 5423;species
2219139;Alces alces faeces associated microvirus MP3 6497;species
2219141;Lynx canadensis associated microvirus CLP 9413;species
2219136;Alces alces faeces associated microvirus MP15 5067;species
2219137;Alces alces faeces associated microvirus MP18 4940;species
2219138;Alces alces faeces associated microvirus MP21 4718;species
2219217;Lepus americanus faeces associated microvirus SHP1 6472;species
913970;Microviridae phi-CA82;species
1327969;Cellulophaga phage phi12:2;species
1910952;Gequatrovirus;genus
1910951;Alphatrevirus;genus
10847;Escherichia virus phiX174;species
1442594;Haloarcula hispanica pleomorphic virus 2;species
710112;Haloarcula hispanica pleomorphic virus 1;species
1156719;Halorubrum pleomorphic virus 2;species
1156721;Halorubrum pleomorphic virus 6;species
634168;Halorubrum pleomorphic virus 1;species
2528670;unclassified Betapleolipovirus;species
1156720;Halorubrum pleomorphic virus 3;species
1156722;Halogeometricum pleomorphic virus 1;species
2507576;Halorubrum pleomorphic virus 10;species
2507577;Halorubrum pleomorphic virus 11;species
2507578;Halorubrum pleomorphic virus 12;species
2126525;Halorubrum pleomorphic virus 9;species
558016;Alphabaculovirus;genus
558017;Betabaculovirus;genus
558018;Gammabaculovirus;genus
130556;Culex nigripalpus nucleopolyhedrovirus;species
1511853;Alphanudivirus;genus
1110703;unclassified Nudiviridae;species
1546257;Tipula oleracea nudivirus;species
1529056;Penaeus monodon nudivirus;species
1128424;Helicoverpa zea nudivirus 2;species
379529;Glossina pallidipes salivary gland hypertrophy virus;species
523909;Musca domestica salivary gland hypertrophy virus;species
1507403;Mirabilis leaf curl India virus associated betasatellite;species
360580;Mesta yellow vein mosaic virus-associated DNA beta;species
1705090;Luffa begomovirus betasatellite;species
1705091;Malachra yellow vein mosaic betasatellite;species
427315;Tomato yellow dwarf disease associated satellite DNA beta-[Kochi];species
1246849;Malvastrum yellow vein Chitwan betasatellite;species
234829;Tomato begomovirus satellite DNA beta;species
169693;Okra yellow vein disease associated sequence;species
366686;TYLCCNV-[Y322] satellite DNA beta;species
2203894;Tomato leaf curl Yunnan betasatellite;species
337824;Sida leaf curl virus-associated DNA beta;species
436242;Pepper leaf curl virus satellite DNA beta;species
929051;Tomato leaf curl Togo betasatellite-[Togo:2006];species
307111;Cotton leaf curl Bangalore betasatellite;species
670251;Leucas zeylanica yellow vein virus satellite DNA beta;species
377463;Malvastrum yellow mosaic virus satellite DNA beta;species
377611;Malvastrum yellow vein Yunnan virus satellite DNA beta;species
640136;Emilia yellow vein virus-associated DNA beta;species
410826;Potato apical leaf curl disease-associated satellite DNA beta;species
478812;Tomato leaf curl New Delhi betasatellite;species
315392;Tomato leaf curl virus-Pune-associated DNA beta;species
447600;Mimosa yellow leaf curl virus satellite DNA beta;species
447602;Sida yellow vein Vietnam virus satellite DNA beta;species
447603;Erectites yellow mosaic virus satellite DNA beta;species
447605;Lindernia anagallis yellow vein virus satellite DNA beta;species
417192;Honeysuckle yellow vein mosaic disease associated satellite DNA beta;species
220813;Zinnia leaf curl virus-associated DNA beta;species
220814;Cucurbita yellow vein virus-associated DNA beta;species
713092;Cotton leaf curl Burewala betasatellite;species
1335766;Chili leaf curl Bhatinda betasatellite;species
189515;Cotton leaf curl virus betasatellite;species
519016;Pepper leaf curl Yunnan virus satellite DNA beta;species
454128;Okra leaf curl Mali virus satellite DNA beta;species
1175505;Ageratum leaf curl betasatellite;species
291270;Sida yellow mosaic China satellite DNA beta;species
488255;Malachra yellow vein mosaic virus-associated satellite DNA beta;species
325113;Ludwigia yellow vein virus-associated DNA beta;species
292627;Cowpea severe leaf curl-associated DNA beta;species
391090;Tomato yellow leaf curl betasatellite;species
326489;Sida yellow vein virus satellite DNA beta;species
1506157;Luffa puckering and leaf distortion-associated betasatellite [India:Gurdaspur:Okra:2013];species
393034;Siegesbeckia yellow vein virus-associated DNA beta;species
435486;Honeysuckle yellow vein beta-[Japan:Fukui:2001];species
570832;Ludwigia leaf distortion betasatellite [India:Amadalavalasa:Hibiscus:2007];species
316106;Bitter gourd leaf curl betasatellite;species
908010;Bhendi yellow vein India betasatellite [India:Aurangabad:OY164:2006];species
908277;Okra enation leaf curl betasatellite [India:Sonipat:EL10:2006];species
2732523;Megaviricetes;class
2732525;Pokkesviricetes;class
2732529;Tectiliviricetes;class
1914302;Lavidaviridae;family
1282967;Haloarcula hispanica virus PH1;species
1154689;Haloarcula hispanica icosahedral virus 2;species
326574;Haloarcula hispanica virus SH1;species
1735722;Haloarcula californiae icosahedral virus 1;species
1714272;Thermus virus P23-77;species
1714273;Thermus virus IN93;species
1535290;Torque teno mini virus ALA22;species
1535291;Torque teno mini virus ALH8;species
93678;TTV-like mini virus;species
1214955;Gyrovirus 4;species
1415628;Gyrovirus Tu789;species
1415627;Gyrovirus Tu243;species
1548711;Gyrovirus GyV7-SF;species
1163715;Gyrovirus GyV3;species
1002273;Avian gyrovirus 2;species
2249930;Ashy storm petrel gyrovirus;species
1670973;Gyrovirus GyV8;species
289366;Small anellovirus 1;species
289367;Small anellovirus 2;species
1619219;Simian torque teno virus 31;species
1619218;Simian torque teno virus 30;species
1619220;Simian torque teno virus 32;species
1629657;Simian torque teno virus 34;species
1629656;Simian torque teno virus 33;species
756285;Tetraselmis viridis virus S1;species
2060084;Pandoravirus;genus
762905;Hyperthermophilic Archaeal Virus 1;species
2219222;Adomaviridae;family
712037;Japanese eel endothelial cells-infecting virus;species
1450746;Pithovirus sibericum;species
1282443;Cyanoramphus nest associated circular X DNA virus;species
1282444;Cyanoramphus nest associated circular K DNA virus;species
1454028;Dragonfly larvae associated circular virus-7;species
1516127;Chaetoceros tenuissimus DNA virus type-II;species
1778558;Ctenophore-associated circular virus 1;species
1778561;Ctenophore-associated circular virus 4;species
1778560;Ctenophore-associated circular virus 3;species
1778559;Ctenophore-associated circular virus 2;species
2041419;Gopherus associated circular DNA virus 1;species
1592114;Odonata-associated circular virus-14;species
2108549;Termite associated circular virus 1;species
2108551;Termite associated circular virus 3;species
2108552;Termite associated circular virus 4;species
1224510;Nepavirus;species
1454021;Dragonfly larvae associated circular virus-1;species
1454023;Dragonfly larvae associated circular virus-2;species
1454025;Dragonfly larvae associated circular virus-4;species
1454026;Dragonfly larvae associated circular virus-5;species
1454022;Dragonfly larvae associated circular virus-10;species
1454024;Dragonfly larvae associated circular virus-3;species
1454027;Dragonfly larvae associated circular virus-6;species
1454029;Dragonfly larvae associated circular virus-8;species
1454030;Dragonfly larvae associated circular virus-9;species
1521385;McMurdo Ice Shelf pond-associated circular DNA virus-1;species
1521386;McMurdo Ice Shelf pond-associated circular DNA virus-2;species
1521387;McMurdo Ice Shelf pond-associated circular DNA virus-3;species
1521388;McMurdo Ice Shelf pond-associated circular DNA virus-4;species
1521389;McMurdo Ice Shelf pond-associated circular DNA virus-5;species
1521390;McMurdo Ice Shelf pond-associated circular DNA virus-6;species
1521391;McMurdo Ice Shelf pond-associated circular DNA virus-7;species
1521392;McMurdo Ice Shelf pond-associated circular DNA virus-8;species
1592099;Sewage-associated circular DNA virus-32;species
1592102;Sewage-associated circular DNA virus-35;species
1592115;Odonata-associated circular virus-15;species
1590154;Bromus-associated circular DNA virus 1;species
1590155;Bromus-associated circular DNA virus 2;species
1590172;Bromus-associated circular DNA virus 4;species
1590173;Trifolium-associated circular DNA virus 1;species
1296573;Gastropod associated circular ssDNA virus;species
575913;Sea turtle tornovirus 1;species
1592082;Sewage-associated circular DNA virus-15;species
1592083;Sewage-associated circular DNA virus-16;species
1592084;Sewage-associated circular DNA virus-17;species
1592087;Sewage-associated circular DNA virus-20;species
1592085;Sewage-associated circular DNA virus-18;species
1592086;Sewage-associated circular DNA virus-19;species
1592088;Sewage-associated circular DNA virus-21;species
1592089;Sewage-associated circular DNA virus-22;species
1592090;Sewage-associated circular DNA virus-23;species
1592091;Sewage-associated circular DNA virus-24;species
1592092;Sewage-associated circular DNA virus-25;species
1592093;Sewage-associated circular DNA virus-26;species
1592094;Sewage-associated circular DNA virus-27;species
1592098;Sewage-associated circular DNA virus-31;species
1592095;Sewage-associated circular DNA virus-28;species
1592096;Sewage-associated circular DNA virus-29;species
1592097;Sewage-associated circular DNA virus-30;species
1592100;Sewage-associated circular DNA virus-33;species
1592101;Sewage-associated circular DNA virus-34;species
1592103;Sewage-associated circular DNA virus-36;species
1592110;Odonata-associated circular virus-10;species
1592104;Sewage-associated circular DNA virus-37;species
1592116;Odonata-associated circular virus-16;species
1592109;Odonata-associated circular virus-1;species
1592119;Odonata-associated circular virus-19;species
1592111;Odonata-associated circular virus-11;species
1592113;Odonata-associated circular virus-13;species
1592123;Odonata-associated circular virus-3;species
1592124;Odonata-associated circular virus-4;species
1592117;Odonata-associated circular virus-17;species
1592118;Odonata-associated circular virus-18;species
1592120;Odonata-associated circular virus-2;species
1592127;Odonata-associated circular virus-7;species
1592128;Odonata-associated circular virus-8;species
1592129;Odonata-associated circular virus-9;species
642251;Circovirus-like genome RW-A;species
642252;Circovirus-like genome RW-B;species
642253;Circovirus-like genome RW-C;species
642254;Circovirus-like genome RW-D;species
642255;Circovirus-like genome RW-E;species
642256;Circovirus-like genome CB-A;species
642257;Circovirus-like genome CB-B;species
642258;Circovirus-like genome SAR-A;species
642259;Circovirus-like genome SAR-B;species
642260;Circovirus-like genome BBC-A;species
2805939;Circular ssDNA virus sp.;species
2502017;Circularisvirus;species
1234874;Dragonfly orbiculatusvirus;species
1234878;Dragonfly cyclicusvirus;species
1234888;Dragonfly-associated microphage 1;species
1628899;Temperate fruit decay-associated virus;species
2219873;Yerba mate-associated circular DNA virus 1;species
2517212;Porcine serum associated circular DNA virus 2;species
2293279;False black widow spider associated circular virus 1;species
2293285;Fly associated circular virus 5;species
2293286;Fly associated circular virus 6;species
2293287;Fly associated circular virus 7;species
2293289;Giant house spider associated circular virus 2;species
2293290;Giant house spider associated circular virus 3;species
2293291;Giant house spider associated circular virus 4;species
2293295;Longjawed orbweaver circular virus 2;species
2293296;Millipede associated circular virus 1;species
2293298;Pimoid spider associated circular virus 2;species
2293300;Sierra dome spider associated circular virus 2;species
2293304;Spider associated circular virus 3;species
2293307;Tentweb spider associated circular virus 1;species
2293309;Water beetle associated circular virus 1;species
2293310;Woodlouse hunter spider associated circular virus 1;species
1346815;Circo-like virus-Brazil hs1;species
1291515;Acheta domesticus volvovirus;species
2293280;Fire ant associated circular virus 1;species
1183239;Salisaeta icosahedral phage 1;species
75590;Mycoplasma phage MAV1;species
1391455;Phormidium phage MIS-PhV1A;species
1391456;Phormidium phage MIS-PhV1B;species
320831;Staphylococcus phage PT1028;species
1732176;Hydrogenobaculum phage 1;species
128706;Haloviruses;species
1732180;Sulfolobales Virus YNP2;species
1732179;Sulfolobales virus YNP1;species
425386;Pyrococcus abyssi virus 1;species
716923;unclassified Single stranded RNA satellites;species
373508;Small linear single stranded RNA satellites;species
373506;Large single stranded RNA satellites;species
141863;Circular single stranded RNA satellites;species
169696;Hollyhock leaf crumple virus satellite DNA;species
1778570;Ctenophore-associated circular genome 1;species
1778572;Ctenophore-associated circular genome 3;species
1778573;Ctenophore-associated circular genome 4;species
260479;Cotton leaf curl Multan virus satellite U36-1;species
2732047;Tempevirinae;species
2732045;Braunvirinae;species
2732046;Rogunavirinae;species
1910999;Tunavirinae;species
1920860;Webervirus;genus
1073767;Cronobacter virus Esp2949-1;species
1480731;Vibrio phage Vc1;species
2496544;Cronobacter phage PhiCS01;species
2496547;Escherichia phage vB_EcoS_ESCO41;species
2499073;Pantoea phage vB_PagS_AAS23;species
1852563;Escherichia phage vB_EcoS_NBD2;species
2070180;Enterobacter phage Ec_L1;species
2842416;Humphriesvirinae;species
2842422;Rhodovirinae;species
2842414;Fuhrmanvirinae;species
2842586;Cbunavirus;genus
2842417;Migulavirinae;species
2842412;Enquatrovirinae;species
2842934;Pacinivirus;genus
2843161;Zicotriavirus;genus
2169642;Jwalphavirus;genus
1982576;Johnsonvirus;genus
1051675;Erwinia phage vB_EamP-S6;species
2268587;Pseudomonas phage phCDa;species
2596674;Stenotrophomonas phage Pokken;species
2108116;Xanthomonas phage RiverRider;species
2599764;Sinorhizobium phage ort11;species
2079289;Pseudomonas phage Littlefix;species
2604899;Pseudomonas phage Zuri;species
1563661;Delftia phage RG-2014;species
942016;Enterobacter phage EcP1;species
1406780;Acinetobacter phage Presley;species
1913109;Vibrio phage vB_VspP_pVa5;species
2842528;Queuovirinae;species
196894;unclassified Siphoviridae;species
1623289;Dhillonvirus;genus
2842527;Hendrixvirinae;species
2843343;Aguilavirus;genus
186765;Lambdavirus;genus
186764;Fromanvirus;genus
1910976;Guernseyvirinae;species
2843392;Hubeivirus;genus
1623281;Cheoctovirus;genus
2842529;Skryabinvirinae;species
2843470;Vedamuthuvirus;genus
1623303;Brussowvirus;genus
1623306;Timquatrovirus;genus
2732612;Dolichocephalovirinae;species
1623309;Xipdecavirus;genus
1982876;Bclasvirinae;species
2843444;Ravarandavirus;genus
1623292;Omegavirus;genus
1623283;Chivirus;genus
1921544;Septimatrevirus;genus
2560150;Ilzatvirus;genus
2843466;Teubervirus;genus
2842524;Deejayvirinae;species
2843430;Nevevirus;genus
2843412;Lambovirus;genus
1912760;Cequinquevirus;genus
2733196;Montyvirus;genus
2733208;Samwavirus;genus
1982875;Arquatrovirinae;species
1623305;Skunavirus;genus
1982099;Amigovirus;genus
1982076;Korravirus;genus
1982088;Mudcatvirus;genus
2560134;Galaxyvirus;genus
2843368;Colunavirus;genus
2843438;Pleetrevirus;genus
1982557;Smoothievirus;genus
1623304;Moineauvirus;genus
1982106;Demosthenesvirus;genus
2731207;Fairfaxidumvirus;genus
2560127;Emalynvirus;genus
1982562;Soupsvirus;genus
2733200;Oneupvirus;genus
2169658;Wizardvirus;genus
2843472;Waukeshavirus;genus
2169655;Pulverervirus;genus
186532;Ceduovirus;genus
2842523;Bronfenbrennervirinae;species
1623273;Triavirus;genus
1982367;Pepyhexavirus;genus
1299429;Yuavirus;genus
2843351;Audreyjarvisvirus;genus
2169600;Nclasvirinae;species
2843403;Konstantinevirus;genus
1982152;Gordonvirus;genus
1623286;Casadabanvirus;genus
2842522;Azeredovirinae;species
2560170;Lokivirus;genus
2169598;Dclasvirinae;species
1921709;Slashvirus;genus
1623278;Bronvirus;genus
2843445;Rockefellervirus;genus
1982372;Xiamenvirus;genus
2843397;Junavirus;genus
2733197;Murrayvirus;genus
1921558;Sitaravirus;genus
2560124;Efquatrovirus;genus
2732614;Tybeckvirinae;species
1623300;Coetzeevirus;genus
1623297;Stanholtvirus;genus
2733216;Terapinvirus;genus
2733195;Metamorphoovirus;genus
2733202;Quhwahvirus;genus
1982375;Rerduovirus;genus
1623288;Liefievirus;genus
2560222;Sanovirus;genus
2560098;Beetrevirus;genus
2843432;Pankowvirus;genus
1982554;Papyrusvirus;genus
1623284;Kostyavirus;genus
1623293;Oshimavirus;genus
1982877;Mclasvirinae;species
1921434;Psavirus;genus
1623285;Corndogvirus;genus
1982251;Pahexavirus;genus
2843400;Karimacvirus;genus
2732613;Langleyhallvirinae;species
2843386;Gilsonvirus;genus
1623307;Lwoffvirus;genus
1623302;Saphexavirus;genus
2560188;Nickievirus;genus
2842526;Gutmannvirinae;species
1623276;Barnyardvirus;genus
1982095;Abidjanvirus;genus
2560139;Getseptimavirus;genus
1982878;Pclasvirinae;species
1982243;Incheonvrus;genus
1623282;Chenonavirus;genus
2843352;Avanivirus;genus
2843416;Leicestervirus;genus
2560250;Vieuvirus;genus
2560251;Vividuovirus;genus
2843363;Camtrevirus;genus
308912;Lomovskayavirus;genus
2560245;Unahavirus;genus
2560161;Kojivirus;genus
2843478;Yonseivirus;genus
1623290;Cecivirus;genus
1921125;Homburgvirus;genus
1623287;Detrevirus;genus
1921696;Mardecavirus;genus
2169599;Mccleskeyvirinae;species
1982111;Eiauvirus;genus
2733220;Vojvodinavirus;genus
2733215;Squashvirus;genus
2560220;Samistivirus;genus
2560111;Ceetrepovirus;genus
2560144;Gustavvirus;genus
1982218;Gordtnkvirus;genus
1982227;Steinhofvirus;genus
2843380;Fernvirus;genus
1918017;Helsingorvirus;genus
1623308;Wbetavirus;genus
1982091;Marvinvirus;genus
1623299;Phifelvirus;genus
1982745;Woodruffvirus;genus
2169652;Attisvirus;genus
2169601;Nymbaxtervirinae;species
2733169;Austintatiousvirus;genus
2733201;Picardvirus;genus
2733203;Raleighvirus;genus
2733175;Fibralongavirus;genus
2733219;Vashvirus;genus
2560149;Ikedavirus;genus
2733174;Feofaniavirus;genus
2843347;Annadreamyvirus;genus
2733205;Ronaldovirus;genus
1982573;Titanvirus;genus
1922243;Sextaecvirus;genus
2560214;Rimavirus;genus
1982370;Roufvirus;genus
1982236;Kelleziovirus;genus
1920750;Mapvirus;genus
2733170;Bridgettevirus;genus
2733171;Coralvirus;genus
1623275;Andromedavirus;genus
2169651;Anatolevirus;genus
2169653;Doucettevirus;genus
2842525;Gochnauervirinae;species
1982569;Tinduovirus;genus
2843426;Muminvirus;genus
2843418;Lillamyvirus;genus
2301283;unclassified Hendrixvirus;species
1211643;Caulobacter virus Rogue;species
2843051;Slepowronvirus;genus
2049886;Gordonia virus Vendetta;species
2560720;Salinibacter virus M8CC19;species
2169611;Brujitavirus;genus
40631;Escherichia virus N15;species
1188794;Xanthomonas virus CP1;species
2696356;Butyrivibrio virus Arawn;species
2041855;Salinibacter virus M8CR30-2;species
374422;Streptomyces virus TG1;species
1982247;Nonlabens virus P12024L;species
2005060;Rhodobacter virus RcCronus;species
2065199;Microbacterium phage Dismas;species
2099444;Microbacterium phage Pikmin;species
2656526;Arthrobacter phage Mufasa8;species
2656582;Mycobacterium phage Indlulamithi;species
756282;Cellulophaga phage phiST;species
2182350;Microbacterium phage Appa;species
1772305;Arthrobacter phage Laroye;species
1772319;Arthrobacter phage Tank;species
1772332;Pseudomonas phage SM1;species
1739609;Lactobacillus phage iA2;species
1838063;Gordonia phage Bowser;species
1838064;Gordonia phage BritBrat;species
1838075;Gordonia phage Orchid;species
1838084;Gordonia phage Woes;species
1969841;Proteus phage VB_PmiS-Isfahan;species
1445729;Mycobacterium phage 32HC;species
1118064;Bacillus phage BceA1;species
1675600;Caulobacter phage Sansa;species
1675601;Caulobacter phage Seuss;species
2036055;Lactobacillus phage T25;species
1643326;Bacillus phage phi4J1;species
496874;Lactobacillus phage Lrm1;species
1873341;Bacillus phage Deep-Purple;species
2070184;Faecalibacterium phage FP_Lugh;species
2070188;Faecalibacterium phage FP_oengus;species
2201431;Gordonia phage Trine;species
2201435;Microbacterium phage Krampus;species
2201436;Microbacterium phage MementoMori;species
2201444;Microbacterium phage Zeta1847;species
2562192;Gordonia phage GodonK;species
1486424;Mycobacterium phage Bernal13;species
2301600;Corynebacterium phage Juicebox;species
2301604;Microbacterium phage OneinaGillian;species
2499009;Arthrobacter phage Maja;species
2499072;Streptomyces phage Hiyaa;species
1647282;Paracoccus phage Shpa;species
1647284;Gordonia phage GMA3;species
2041354;Streptomyces phage Scap1;species
10717;Bacillus phage phi105;species
2599838;Arthrobacter phage TripleJ;species
77048;Methanobacterium phage psiM2;species
1486472;Mycobacterium phage Gaia;species
765765;Colwellia phage 9A;species
2301539;Microbacterium phage Neferthena;species
1913112;Aeribacillus phage AP45;species
1913114;Salmonella phage vB_SenS_Sasha;species
2099652;Pantoea phage vB_PagS_Vid5;species
2044561;Stenotrophomonas phage vB_SmaS_DLP_5;species
373415;Mycobacterium phage Wildcat;species
45764;Mycobacterium phage DS6A;species
1815511;Lactobacillus phage PLE2;species
242861;Burkholderia phage BcepNazgul;species
1980139;Sphingobium phage Lacusarx;species
1718161;Paenibacillus phage Tripp;species
538979;Xanthomonas phage phiL7;species
2079417;Mycobacterium phage Cuke;species
2079426;Streptomyces phage BillNye;species
2079427;Streptomyces phage Bing;species
146269;Lactobacillus phage Lc-Nu;species
2079581;Microbacterium phage Eleri;species
2530172;Pseudomonas phage Lana;species
475178;Lactococcus phage 1706;species
1622193;Gordonia phage Gsput1;species
1458670;Microbacterium phage vB_MoxS-ISF9;species
1458697;Rhizobium phage vB_RglS_P106B;species
2015851;Corynebacterium phage Poushou;species
279281;Lactobacillus phage phiAT3;species
1132026;Burkholderia phage vB_BceS_KL1;species
51369;Lactobacillus phage A2;species
543153;Mycobacterium phage Predator;species
1133022;Burkholderia phage vB_BceS_AH2;species
1821551;Gordonia phage BetterKatz;species
1821557;Gordonia phage Lucky10;species
1821561;Gordonia phage Schnabeltier;species
1821566;Gordonia phage Yvonnetastic;species
2182341;Microbacterium phage Hendrix;species
2182349;Gordonia phage Sour;species
2182360;Gordonia phage Jace;species
1887641;Gordonia phage Bantam;species
1887646;Gordonia phage Eyre;species
1887647;Gordonia phage Ghobes;species
1887648;Gordonia phage Hedwig;species
1887650;Gordonia phage Jumbo;species
1887651;Gordonia phage Nyceirae;species
2510495;Arthrobacter phage Sonali;species
1527493;Mycobacterium phage Sparky;species
446529;Microbacterium phage Min1;species
1691954;Brevibacillus phage Jenst;species
741942;Lactococcus phage 1358;species
2283015;Eggerthella phage PMBT5;species
2250289;Microbacterium phage Eden;species
2250319;Gordonia phage Apricot;species
2250323;Gordonia phage Ruthy;species
2283286;Gordonia phage Daredevil;species
384848;Corynebacterium phage P1201;species
382685;Lactococcus phage Q54;species
1074308;Mycobacterium phage Patience;species
2484206;Microbacterium phage Goodman;species
480808;Mycobacterium phage Giles;species
1698361;Arthrobacter phage Decurro;species
1698369;Lactococcus phage GE1;species
2591131;Rhodococcus phage Sleepyhead;species
2591132;Rhodococcus phage Whack;species
2419946;Arthrobacter phage Andrew;species
2419955;Arthrobacter phage DrManhattan;species
2419970;Arthrobacter phage Yang;species
2419971;Microbacterium phage Armstrong;species
2419978;Mycobacterium phage Fowlmouth;species
322855;Xanthomonas phage Xp15;species
2059855;Pseudomonas phage PMBT14;species
2059856;Pseudomonas phage PMBT3;species
2059880;Streptomyces phage AbbeyMikolon;species
2059881;Streptomyces phage Attoomi;species
2059883;Streptomyces phage Rowa;species
28358;Corynebacterium phage BFK20;species
2027888;Brevibacterium phage LuckyBarnes;species
2027905;Rhodococcus phage Trina;species
1897437;Rhodococcus phage Weasels2;species
1897497;Mycobacterium phage Tortellini;species
1796993;Bacillus phage Mgbh1;species
947980;Lactobacillus phage LF1;species
1406793;Clavibacter phage CN1A;species
1931407;Providencia phage vB_PreS_PR1;species
686439;Clavibacter phage CMP1;species
2488780;Arthrobacter phage Liebe;species
1647469;Gordonia phage GAL1;species
1932007;Lactobacillus phage BH1;species
31754;Lactococcus phage BK5-T;species
2653270;Arthrobacter phage Kuleana;species
2500787;Microbacterium phage Schubert;species
2686246;Flavobacterium phage vB_FspS_hattifnatt9-1;species
2686250;Flavobacterium phage vB_FspS_laban6-1;species
1965361;Geobacillus phage TP-84;species
1965368;Dinoroseobacter phage vB_DshS-R5C;species
2686278;Flavobacterium phage vB_FspS_tant8-1;species
1113547;Salmonella phage 9NA;species
294382;Bacillus phage BCASJ1c;species
196242;Enterobacteria phage BP-4795;species
308465;Staphylococcus epidermidis RP62A phage SP-beta;species
196895;unclassified Podoviridae;species
186794;Lederbergvirus;genus
1981156;Sepvirinae;species
2843452;Sendosyvirus;genus
2842521;Eekayvirinae;species
2843362;Burrovirus;genus
2843411;Lahexavirus;genus
545932;Bruynoghevirus;genus
2560153;Jasminevirus;genus
2560132;Fipvunavirus;genus
1921184;Pagevirus;genus
2733150;Sortsnevirus;genus
1982587;Kafunavirus;genus
1987146;Schmidvirus;genus
2843476;Wumptrevirus;genus
542960;Uetakevirus;genus
1922329;Enhodamvirus;genus
680277;Kuravirus;genus
1720323;Lessievirus;genus
2560248;Vicosavirus;genus
1982590;Kochitakasuvirus;genus
2843440;Privateervirus;genus
1918522;Lightbulbvirus;genus
1720324;Hollowayvirus;genus
1984798;Perisivirus;genus
2843354;Badaztecvirus;genus
347326;Pseudomonas virus 119X;species
2842520;Beephvirinae;species
2843346;Anjalivirus;genus
35238;Mycoplasma virus P1;species
400567;Phormidium virus WMP4;species
338473;Actinomyces virus Av1;species
279280;Burkholderia virus BcepC6B;species
388452;Lactococcus virus KSY1;species
194699;Bordetella virus BPP1;species
1114179;Pseudomonas phage tf;species
2557554;Serratia phage Parlo;species
2234093;Escherichia phage C130_2;species
1417599;Ralstonia phage RSK1;species
