id,domain,start,end
AB0003FTFR,Clp_N,17,67
AB0003FTFR,Clp_N,96,142
AB0003FTFR,AAA,209,321
AB0003FTFR,ClpB_D2-small,720,799
AB0003FTFR,Sigma54_activat,516,652
AB0003FTFR,UVR,421,455
AB0003G6IK,Clp_N,16,68
AB0003G6IK,Clp_N,91,143
AB0003G6IK,ClpB_D2-small,726,806
AB0003G6IK,AAA,216,347
AB0003G6IK,Sigma54_activat,544,668
AB0003G6IK,UVR,428,462
AB0003IA59,Clp_N,16,68
AB0003IA59,Clp_N,93,142
AB0003IA59,AAA_lid_9,339,440
AB0003IA59,ClpB_D2-small,708,788
AB0003IA59,Sigma54_activat,534,653
AB0003IA59,TniB,185,336
AB0003IAI4,AAA_lid_9,344,445
AB0003IAI4,Clp_N,23,69
AB0003IAI4,Clp_N,96,148
AB0003IAI4,ClpB_D2-small,708,788
AB0003IAI4,AAA,206,339
AB0003IAI4,Sigma54_activat,539,658
AB0003IC54,AAA,227,358
AB0003IC54,ClpB_D2-small,737,808
AB0003IC54,Clp_N,16,67
AB0003IC54,Clp_N,102,141
AB0003IC54,Sigma54_activat,561,682
AB0003IC54,UVR,442,473
AB0003ICIS,AAA_lid_9,341,443
AB0003ICIS,AAA,202,334
AB0003ICIS,Clp_N,17,68
AB0003ICIS,Clp_N,93,144
AB0003ICIS,ClpB_D2-small,772,852
AB0003ICIS,Sigma54_activat,605,725
AB0003IF61,AAA_lid_9,347,448
AB0003IF61,ClpB_D2-small,775,855
AB0003IF61,Clp_N,17,68
AB0003IF61,Clp_N,97,150
AB0003IF61,TniB,203,343
AB0003IF61,Sigma54_activat,607,712
AB0003IQCK,AAA_lid_9,341,441
AB0003IQCK,AAA,202,335
AB0003IQCK,ClpB_D2-small,775,855
AB0003IQCK,Clp_N,18,67
AB0003IQCK,Clp_N,98,143
AB0003IQCK,Sigma54_activat,598,701
AB0003IRQR,AAA,235,338
AB0003IRQR,ClpB_D2-small,746,822
AB0003IRQR,Clp_N,19,67
AB0003IRQR,Clp_N,99,144
AB0003IRQR,Sigma54_activat,541,687
AB0003IRQR,UVR,447,480
AB0003J50C,Clp_N,18,70
AB0003J50C,Clp_N,96,144
AB0003J50C,ClpB_D2-small,717,796
AB0003J50C,AAA,206,335
AB0003J50C,Sigma54_activat,513,661
AB0003J50C,UVR,419,453
AB0003J6IK,ClpB_D2-small,760,840
AB0003J6IK,AAA,260,373
AB0003J6IK,Clp_N,82,128
AB0003J6IK,Clp_N,153,200
AB0003J6IK,Sigma54_activat,574,707
AB0003J6IK,UVR,475,507
AB0003JOI4,AAA_lid_9,342,441
AB0003JOI4,Clp_N,17,68
AB0003JOI4,Clp_N,94,142
AB0003JOI4,AAA,203,336
AB0003JOI4,ClpB_D2-small,771,851
AB0003JOI4,Sigma54_activat,603,723
AB0003JTCS,Clp_N,16,68
AB0003JTCS,Clp_N,93,142
AB0003JTCS,ClpB_D2-small,721,801
AB0003JTCS,AAA,211,323
AB0003JTCS,Sigma54_activat,544,648
AB0003JTCS,UVR,423,457
AB0003JV09,Clp_N,16,65
AB0003JV09,Clp_N,131,177
AB0003JWFH,Clp_N,104,148
AB0003JWFH,Clp_N,177,220
AB0003K8FW,AAA,238,369
AB0003K8FW,ClpB_D2-small,747,820
AB0003K8FW,Clp_N,17,66
AB0003K8FW,Clp_N,93,137
AB0003K8FW,Sigma54_activat,572,697
AB0003K8FW,UVR,451,483
AB0003K9F1,AAA_lid_9,342,444
AB0003K9F1,ClpB_D2-small,769,849
AB0003K9F1,Clp_N,19,67
AB0003K9F1,Clp_N,94,145
AB0003K9F1,AAA,203,336
AB0003K9F1,Sigma54_activat,593,723
AB0003KBLE,AAA,252,382
AB0003KBLE,ClpB_D2-small,761,833
AB0003KBLE,Clp_N,17,68
AB0003KBLE,Clp_N,93,137
AB0003KBLE,Sigma54_activat,586,710
AB0003KBLE,UVR,465,497
AB0003KCFK,AAA_lid_9,342,444
AB0003KCFK,ClpB_D2-small,770,849
AB0003KCFK,Clp_N,19,67
AB0003KCFK,Clp_N,94,145
AB0003KCFK,AAA,203,336
AB0003KCFK,Sigma54_activat,606,723
AB0003KHIT,Clp_N,16,67
AB0003KHIT,Clp_N,91,143
AB0003KHIT,ClpB_D2-small,721,801
AB0003KHIT,Sigma54_activat,544,666
AB0003KHIT,TniB,194,344
AB0003KHIT,UVR,422,454
AB0003KXOD,AAA_lid_9,343,445
AB0003KXOD,AAA,204,317
AB0003KXOD,Clp_N,17,68
AB0003KXOD,Clp_N,94,146
AB0003KXOD,ClpB_D2-small,773,853
AB0003KXOD,Sigma54_activat,603,722
AB0003KXOH,Clp_N,16,68
AB0003KXOH,Clp_N,91,143
AB0003KXOH,ClpB_D2-small,722,802
AB0003KXOH,AAA_5,211,289
AB0003KXOH,Sigma54_activat,518,668
AB0003KXOH,UVR,423,455
AB0003L0SC,AAA_lid_9,343,445
AB0003L0SC,ClpB_D2-small,774,854
AB0003L0SC,Clp_N,16,62
AB0003L0SC,Clp_N,94,145
AB0003L0SC,AAA,203,337
AB0003L0SC,Sigma54_activat,609,711
AB0003L0WT,Clp_N,16,68
AB0003L0WT,Clp_N,93,142
AB0003L0WT,ClpB_D2-small,719,798
AB0003L0WT,Sigma54_activat,538,663
AB0003L0WT,TniB,191,343
AB0003L0WT,UVR,421,453
AB0003LNJW,AAA_lid_9,343,444
AB0003LNJW,Clp_N,17,68
AB0003LNJW,Clp_N,94,144
AB0003LNJW,AAA,203,319
AB0003LNJW,ClpB_D2-small,767,847
AB0003LNJW,Sigma54_activat,602,720
AB0003LQDL,AAA_lid_9,344,443
AB0003LQDL,ClpB_D2-small,711,791
AB0003LQDL,AAA_5,205,283
AB0003LQDL,Clp_N,18,67
AB0003LQDL,Clp_N,94,140
AB0003LQDL,Sigma54_activat,537,652
AB0003LV98,AAA_lid_9,342,443
AB0003LV98,ClpB_D2-small,767,847
AB0003LV98,AAA,203,319
AB0003LV98,Clp_N,17,68
AB0003LV98,Clp_N,96,144
AB0003LV98,Sigma54_activat,598,720
AB0003LVDE,AAA_lid_9,347,442
AB0003LVDE,AAA,208,324
AB0003LVDE,Clp_N,27,69
AB0003LVDE,Clp_N,101,152
AB0003LVDE,ClpB_D2-small,649,729
AB0003LVDE,Sigma54_activat,484,602
AB0003LVUT,AAA_lid_9,343,443
AB0003LVUT,Clp_N,16,67
AB0003LVUT,Clp_N,90,137
AB0003LVUT,ClpB_D2-small,715,794
AB0003LVUT,TniB,186,338
AB0003LVUT,Sigma54_activat,510,649
AB0003MG6I,AAA_lid_9,343,445
AB0003MG6I,AAA,204,335
AB0003MG6I,Clp_N,18,69
AB0003MG6I,Clp_N,99,146
AB0003MG6I,ClpB_D2-small,775,854
AB0003MG6I,Sigma54_activat,603,737
AB0003MGQN,AAA_lid_9,340,436
AB0003MGQN,AAA,199,311
AB0003MGQN,ClpB_D2-small,709,789
AB0003MGQN,Clp_N,18,66
AB0003MGQN,Clp_N,94,138
AB0003MGQN,Sigma54_activat,533,654
AB0003MJNS,Clp_N,17,67
AB0003MJNS,Clp_N,96,144
AB0003MJNS,AAA,209,322
AB0003MJNS,ClpB_D2-small,720,800
AB0003MJNS,Sigma54_activat,544,665
AB0003MJNS,UVR,421,454
AB0003MLJV,AAA_lid_9,346,447
AB0003MLJV,ClpB_D2-small,767,847
AB0003MLJV,AAA,206,337
AB0003MLJV,Clp_N,17,68
AB0003MLJV,Clp_N,96,147
AB0003MLJV,AAA_5,602,720
AB0003MPO7,Clp_N,17,67
AB0003MPO7,Clp_N,97,139
AB0003MPO7,ClpB_D2-small,739,817
AB0003MPO7,AAA,228,339
AB0003MPO7,Sigma54_activat,562,669
AB0003MPO7,UVR,440,472
AB0003N2CQ,AAA_lid_9,413,512
AB0003N2CQ,AAA,273,404
AB0003N2CQ,ClpB_D2-small,776,854
AB0003N2CQ,Clp_N,94,143
AB0003N2CQ,Clp_N,166,216
AB0003N2CQ,Sigma54_activat,603,742
AB0003NAGR,AAA_lid_9,342,443
AB0003NAGR,AAA,203,320
AB0003NAGR,ClpB_D2-small,764,843
AB0003NAGR,Clp_N,21,53
AB0003NAGR,Clp_N,94,144
AB0003NAGR,Sigma54_activat,598,715
AB0003NBF1,AAA_lid_9,343,445
AB0003NBF1,ClpB_D2-small,775,855
AB0003NBF1,AAA,204,337
AB0003NBF1,Clp_N,18,66
AB0003NBF1,Clp_N,94,146
AB0003NBF1,Sigma54_activat,608,728
AB0003NBQL,Clp_N,16,68
AB0003NBQL,Clp_N,93,142
AB0003NBQL,ClpB_D2-small,727,807
AB0003NBQL,Sigma54_activat,551,671
AB0003NBQL,TniB,201,351
AB0003NBQL,UVR,429,463
AB0003NVK7,Clp_N,17,68
AB0003NVK7,Clp_N,93,145
AB0003NVK7,ClpB_D2-small,735,810
AB0003NVK7,AAA_5,226,304
AB0003NVK7,Sigma54_activat,551,680
AB0003NVK7,UVR,438,473
AB0003NW1G,AAA_lid_9,342,444
AB0003NW1G,ClpB_D2-small,766,846
AB0003NW1G,Clp_N,17,67
AB0003NW1G,Clp_N,94,145
AB0003NW1G,AAA,203,335
AB0003NW1G,Sigma54_activat,594,719
AB0003O39I,Clp_N,17,69
AB0003O39I,Clp_N,93,143
AB0003O39I,ClpB_D2-small,711,789
AB0003O39I,Sigma54_activat,511,658
AB0003O39I,TniB,187,338
AB0003O39I,UVR,416,451
AB0003OFSI,Clp_N,16,67
AB0003OFSI,Clp_N,79,98
AB0003OFSI,Clp_N,153,201
AB0003OFUR,Clp_N,112,162
AB0003OFUR,Clp_N,190,228
AB0003OGZI,Clp_N,16,68
AB0003OGZI,Clp_N,93,142
AB0003OGZI,ClpB_D2-small,719,799
AB0003OGZI,TniB,192,343
AB0003OGZI,Sigma54_activat,538,663
AB0003OGZI,UVR,421,453
AB0003PF4G,AAA_lid_9,342,441
AB0003PF4G,AAA,201,334
AB0003PF4G,ClpB_D2-small,772,850
AB0003PF4G,Clp_N,17,68
AB0003PF4G,Clp_N,97,142
AB0003PF4G,Sigma54_activat,600,718
AB0003PFFU,AAA_lid_9,368,470
AB0003PFFU,Clp_N,17,67
AB0003PFFU,Clp_N,97,139
AB0003PFFU,ClpB_D2-small,741,819
AB0003PFFU,AAA,230,341
AB0003PFFU,Sigma54_activat,538,672
AB0003QD4Y,ClpB_D2-small,734,814
AB0003QD4Y,Clp_N,17,66
AB0003QD4Y,Clp_N,96,145
AB0003QD4Y,AAA,224,336
AB0003QD4Y,Sigma54_activat,558,665
AB0003QD4Y,UVR,436,468
AB0003QDZ5,AAA_lid_9,343,444
AB0003QDZ5,ClpB_D2-small,774,855
AB0003QDZ5,AAA,204,320
AB0003QDZ5,Clp_N,17,68
AB0003QDZ5,Clp_N,95,146
AB0003QDZ5,Sigma54_activat,602,710
AB0003QFSN,AAA_lid_9,351,453
AB0003QFSN,AAA,213,344
AB0003QFSN,ClpB_D2-small,724,804
AB0003QFSN,Clp_N,16,67
AB0003QFSN,Clp_N,106,145
AB0003QFSN,Sigma54_activat,522,665
AB0003QM72,AAA_lid_9,346,444
AB0003QM72,AAA,208,337
AB0003QM72,ClpB_D2-small,723,803
AB0003QM72,Clp_N,16,68
AB0003QM72,Clp_N,93,140
AB0003QM72,Sigma54_activat,543,657
AB0003QTSK,AAA_lid_9,344,444
AB0003QTSK,ClpB_D2-small,772,850
AB0003QTSK,Clp_N,17,68
AB0003QTSK,Clp_N,95,144
AB0003QTSK,AAA,203,316
AB0003QTSK,Sigma54_activat,603,718
AB0003R8UO,AAA_lid_9,342,443
AB0003R8UO,Clp_N,20,69
AB0003R8UO,Clp_N,92,144
AB0003R8UO,ClpB_D2-small,770,850
AB0003R8UO,AAA,202,334
AB0003R8UO,Sigma54_activat,575,720
AB0003R8UR,AAA,211,344
AB0003R8UR,AAA_lid_9,352,424
AB0003R8UR,Clp_N,22,70
AB0003R8UR,Clp_N,99,143
AB0003R8UR,ClpB_D2-small,666,729
AB0003R8UR,Sigma54_activat,491,610
AB0003R9WM,AAA_lid_9,342,410
AB0003R9WM,AAA,204,316
AB0003R9WM,ClpB_D2-small,688,768
AB0003R9WM,Clp_N,19,65
AB0003R9WM,Clp_N,92,141
AB0003R9WM,Sigma54_activat,516,634
AB0003SKFR,AAA_lid_9,343,444
AB0003SKFR,Clp_N,17,68
AB0003SKFR,Clp_N,97,145
AB0003SKFR,ClpB_D2-small,756,835
AB0003SKFR,AAA,203,317
AB0003SKFR,Sigma54_activat,601,703
AB0003SL3S,Clp_N,16,68
AB0003SL3S,Clp_N,93,142
AB0003SL3S,ClpB_D2-small,722,802
AB0003SL3S,Sigma54_activat,532,651
AB0003SL3S,TniB,196,347
AB0003SL3S,UVR,425,459
AB0003SNM9,Clp_N,111,155
AB0003SNM9,Clp_N,188,234
AB0003T0MZ,Clp_N,16,68
AB0003T0MZ,Clp_N,90,142
AB0003T0MZ,AAA,213,324
AB0003T0MZ,ClpB_D2-small,721,801
AB0003T0MZ,Sigma54_activat,546,657
AB0003T0MZ,UVR,424,458
AB0003T2FO,AAA_lid_9,344,446
AB0003T2FO,Clp_N,19,70
AB0003T2FO,Clp_N,96,148
AB0003T2FO,AAA,206,318
AB0003T2FO,ClpB_D2-small,770,850
AB0003T2FO,Sigma54_activat,597,719
AB0003T48N,Clp_N,16,68
AB0003T48N,Clp_N,90,142
AB0003T48N,ClpB_D2-small,722,802
AB0003T48N,AAA_5,213,292
AB0003T48N,Sigma54_activat,547,658
AB0003T48N,UVR,425,459
AB0003T556,AAA_lid_9,344,446
AB0003T556,ClpB_D2-small,770,850
AB0003T556,Clp_N,19,66
AB0003T556,Clp_N,96,148
AB0003T556,Sigma54_activat,602,720
AB0003T556,TniB,191,340
AB0003TIOX,Clp_N,19,71
AB0003TIOX,Clp_N,95,145
AB0003TIOX,AAA,214,343
AB0003TIOX,ClpB_D2-small,724,803
AB0003TIOX,Sigma54_activat,548,664
AB0003TIOX,UVR,426,460
AB0003TPC6,Clp_N,16,68
AB0003TPC6,Clp_N,93,143
AB0003TPC6,ClpB_D2-small,725,805
AB0003TPC6,TniB,197,350
AB0003TPC6,Sigma54_activat,549,668
AB0003TPC6,UVR,427,462
AB0003TPHN,AAA_lid_9,348,450
AB0003TPHN,AAA,209,322
AB0003TPHN,Clp_N,17,68
AB0003TPHN,Clp_N,97,151
AB0003TPHN,ClpB_D2-small,775,855
AB0003TPHN,Sigma54_activat,608,713
AB0003U69O,AAA_lid_9,344,424
AB0003U69O,ClpB_D2-small,646,725
AB0003U69O,Clp_N,25,70
AB0003U69O,Clp_N,99,150
AB0003U69O,AAA,206,339
AB0003U69O,Sigma54_activat,481,597
AB0003U6F5,Clp_N,16,68
AB0003U6F5,Clp_N,91,140
AB0003U6F5,ClpB_D2-small,723,803
AB0003U6F5,TniB,194,347
AB0003U6F5,Sigma54_activat,547,648
AB0003U6F5,UVR,426,459
AB0003UFJT,Clp_N,16,68
AB0003UFJT,Clp_N,92,142
AB0003UFJT,ClpB_D2-small,721,801
AB0003UFJT,AAA,213,324
AB0003UFJT,Sigma54_activat,546,657
AB0003UFJT,UVR,424,458
AB0003UHWM,AAA_lid_9,344,446
AB0003UHWM,ClpB_D2-small,770,850
AB0003UHWM,Clp_N,19,70
AB0003UHWM,Clp_N,96,148
AB0003UHWM,Sigma54_activat,597,722
AB0003UHWM,TniB,190,341
AB0003USJ5,AAA_lid_9,429,527
AB0003USJ5,AAA,287,420
AB0003USJ5,ClpB_D2-small,800,879
AB0003USJ5,Clp_N,100,146
AB0003USJ5,Clp_N,178,224
AB0003USJ5,Sigma54_activat,604,755
AB0003VBH7,AAA_lid_9,449,547
AB0003VBH7,Clp_N,123,171
AB0003VBH7,Clp_N,200,248
AB0003VBH7,ClpB_D2-small,816,894
AB0003VBH7,Sigma54_activat,643,773
AB0003VBH7,TniB,289,446
AB0003VBZY,AAA_lid_9,342,440
AB0003VBZY,AAA,203,335
AB0003VBZY,Clp_N,17,68
AB0003VBZY,Clp_N,95,145
AB0003VBZY,ClpB_D2-small,768,847
AB0003VBZY,Sigma54_activat,603,730
AB0003VEPR,AAA_lid_9,342,444
AB0003VEPR,Clp_N,17,68
AB0003VEPR,Clp_N,94,145
AB0003VEPR,AAA,203,334
AB0003VEPR,ClpB_D2-small,767,846
AB0003VEPR,Sigma54_activat,603,714
AB0003VG8M,ClpB_D2-small,742,821
AB0003VG8M,Clp_N,17,66
AB0003VG8M,Clp_N,97,143
AB0003VG8M,AAA_5,231,309
AB0003VG8M,Sigma54_activat,538,681
AB0003VG8M,UVR,443,477
AB0003VPXX,AAA_lid_9,344,446
AB0003VPXX,AAA,205,318
AB0003VPXX,ClpB_D2-small,772,851
AB0003VPXX,Clp_N,17,68
AB0003VPXX,Clp_N,95,146
AB0003VPXX,Sigma54_activat,604,714
AB0003VQ2M,AAA_lid_9,345,446
AB0003VQ2M,Clp_N,17,68
AB0003VQ2M,Clp_N,92,141
AB0003VQ2M,AAA,207,337
AB0003VQ2M,ClpB_D2-small,718,798
AB0003VQ2M,AAA_5,543,663
AB0003W1VU,Clp_N,16,68
AB0003W1VU,Clp_N,92,143
AB0003W1VU,AAA,222,353
AB0003W1VU,ClpB_D2-small,731,800
AB0003W1VU,Sigma54_activat,556,666
AB0003W1VU,UVR,435,468
AB0003XPH0,Clp_N,112,164
AB0003XPH0,Clp_N,187,229
AB0003XQMF,Clp_N,16,68
AB0003XQMF,Clp_N,93,142
AB0003XQMF,ClpB_D2-small,720,800
AB0003XQMF,TniB,193,344
AB0003XQMF,Sigma54_activat,539,664
AB0003XQMF,UVR,422,454
AB0003XRRX,AAA_lid_9,371,471
AB0003XRRX,AAA,232,363
AB0003XRRX,ClpB_D2-small,728,807
AB0003XRRX,Clp_N,53,102
AB0003XRRX,Clp_N,126,160
AB0003XRRX,Sigma54_activat,563,670
AB0003XTZP,Clp_N,17,58
AB0003XTZP,Clp_N,126,175
AB0003YP4R,ClpB_D2-small,749,826
AB0003YP4R,Clp_N,18,65
AB0003YP4R,Clp_N,96,143
AB0003YP4R,AAA_16,209,298
AB0003YP4R,Sigma54_activat,539,686
AB0003YP4R,UVR,444,479
AB0003YPTW,AAA_lid_9,342,441
AB0003YPTW,AAA,201,333
AB0003YPTW,ClpB_D2-small,771,850
AB0003YPTW,Clp_N,20,68
AB0003YPTW,Clp_N,92,142
AB0003YPTW,Torsin,556,630
AB0003YRTF,AAA_lid_9,342,443
AB0003YRTF,Clp_N,19,66
AB0003YRTF,Clp_N,94,145
AB0003YRTF,AAA,203,334
AB0003YRTF,ClpB_D2-small,782,862
AB0003YRTF,Sigma54_activat,616,734
AB0003YTRV,Clp_N,2,53
AB0003YTRV,Clp_N,90,127
AB0003YVI4,Clp_N,16,67
AB0003YVI4,Clp_N,92,144
AB0003YVI4,ClpB_D2-small,722,802
AB0003YVI4,AAA,212,327
AB0003YVI4,Sigma54_activat,549,673
AB0003YVI4,UVR,425,458
AB0003YX7O,ClpB_D2-small,730,810
AB0003YX7O,Clp_N,17,68
AB0003YX7O,Clp_N,94,143
AB0003YX7O,Sigma54_activat,556,673
AB0003YX7O,UVR,433,468
AB0003YX7O,TniB,207,356
AB0003YXY0,AAA_lid_9,342,444
AB0003YXY0,Clp_N,19,68
AB0003YXY0,Clp_N,94,145
AB0003YXY0,AAA,203,337
AB0003YXY0,ClpB_D2-small,767,846
AB0003YXY0,AAA_5,605,726
AB0003YYMI,Clp_N,17,67
AB0003YYMI,Clp_N,96,142
AB0003YYMI,ClpB_D2-small,736,816
AB0003YYMI,AAA_5,225,303
AB0003YYMI,Sigma54_activat,530,675
AB0003YYMI,UVR,437,469
AB0003YZA4,AAA_lid_9,341,441
AB0003YZA4,ClpB_D2-small,771,850
AB0003YZA4,AAA,201,334
AB0003YZA4,Clp_N,17,67
AB0003YZA4,Clp_N,92,143
AB0003YZA4,Sigma54_activat,598,728
AB0003ZFQ4,Clp_N,17,67
AB0003ZFQ4,Clp_N,97,141
AB0003ZFQ4,AAA,229,320
AB0003ZFQ4,ClpB_D2-small,740,818
AB0003ZFQ4,Sigma54_activat,535,679
AB0003ZFQ4,UVR,441,473
AB0003ZGE6,Clp_N,16,67
AB0003ZGE6,Clp_N,90,142
AB0003ZGE6,AAA,213,328
AB0003ZGE6,ClpB_D2-small,722,802
AB0003ZGE6,Sigma54_activat,547,667
AB0003ZGE6,UVR,425,459
AB0003ZHKL,AAA_lid_9,344,446
AB0003ZHKL,ClpB_D2-small,770,850
AB0003ZHKL,Clp_N,19,66
AB0003ZHKL,Clp_N,96,148
AB0003ZHKL,AAA,206,318
AB0003ZHKL,Sigma54_activat,575,719
AB00040G3X,AAA_lid_9,347,449
AB00040G3X,ClpB_D2-small,776,856
AB00040G3X,Clp_N,17,69
AB00040G3X,Clp_N,98,150
AB00040G3X,Sigma54_activat,608,713
AB00040G3X,TniB,200,343
AB00040HMR,Clp_N,110,154
AB00040HMR,Clp_N,191,236
AB00040KAA,Clp_N,16,68
AB00040KAA,Clp_N,93,142
AB00040KAA,ClpB_D2-small,723,802
AB00040KAA,AAA,213,325
AB00040KAA,Sigma54_activat,532,650
AB00040KAA,UVR,425,457
AB00040LAE,ClpB_D2-small,728,808
AB00040LAE,AAA,219,334
AB00040LAE,Clp_N,17,69
AB00040LAE,Clp_N,95,147
AB00040LAE,Sigma54_activat,553,655
AB00040LAE,UVR,433,458
AB00040RUQ,Clp_N,18,67
AB00040RUQ,Clp_N,100,145
AB00040RUQ,ClpB_D2-small,746,817
AB00040RUQ,AAA,235,334
AB00040RUQ,Sigma54_activat,569,688
AB00040RUQ,UVR,448,479
AB0004121V,Clp_N,17,67
AB0004121V,Clp_N,97,146
AB0004121V,Clp_N,175,220
AB00041602,Clp_N,16,63
AB00041602,Clp_N,77,96
AB00041602,Clp_N,139,185
AB0004164V,Clp_N,108,158
AB0004164V,Clp_N,184,232
AB0004168I,AAA_lid_9,343,445
AB0004168I,ClpB_D2-small,758,838
AB0004168I,AAA,203,335
AB0004168I,Clp_N,17,68
AB0004168I,Clp_N,94,145
AB0004168I,Sigma54_activat,602,705
AB000429W5,AAA_lid_9,345,447
AB000429W5,ClpB_D2-small,767,847
AB000429W5,Clp_N,17,68
AB000429W5,Clp_N,96,148
AB000429W5,AAA,206,322
AB000429W5,AAA_5,602,721
AB00042DK6,AAA_lid_9,373,473
AB00042DK6,ClpB_D2-small,745,823
AB00042DK6,AAA,234,346
AB00042DK6,Clp_N,17,61
AB00042DK6,Clp_N,97,141
AB00042DK6,Sigma54_activat,568,677
AB00042TJG,Clp_N,16,68
AB00042TJG,Clp_N,90,142
AB00042TJG,AAA,213,324
AB00042TJG,ClpB_D2-small,721,799
AB00042TJG,Sigma54_activat,546,657
AB00042TJG,UVR,426,458
AB00042VM7,AAA_lid_9,344,446
AB00042VM7,AAA,206,327
AB00042VM7,ClpB_D2-small,770,850
AB00042VM7,Clp_N,19,70
AB00042VM7,Clp_N,96,148
AB00042VM7,Sigma54_activat,597,720
AB000437BA,Clp_N,16,68
AB000437BA,Clp_N,94,142
AB000437BA,ClpB_D2-small,738,818
AB000437BA,Sigma54_activat,557,662
AB000437BA,UVR,439,472
AB000437BA,TniB,209,362
AB000437EE,AAA_lid_9,344,445
AB000437EE,ClpB_D2-small,755,835
AB000437EE,Clp_N,17,68
AB000437EE,Clp_N,95,145
AB000437EE,AAA,204,318
AB000437EE,Sigma54_activat,597,714
AB00043DMV,AAA_lid_9,416,514
AB00043DMV,AAA,276,407
AB00043DMV,Clp_N,97,146
AB00043DMV,Clp_N,169,220
AB00043DMV,ClpB_D2-small,779,859
AB00043DMV,Sigma54_activat,590,741
AB00043T7J,AAA_lid_9,430,527
AB00043T7J,AAA,289,422
AB00043T7J,Clp_N,103,149
AB00043T7J,Clp_N,178,230
AB00043T7J,ClpB_D2-small,798,877
AB00043T7J,Sigma54_activat,622,746
AB00044CBB,AAA_lid_9,345,447
AB00044CBB,ClpB_D2-small,779,859
AB00044CBB,AAA,206,337
AB00044CBB,Clp_N,19,70
AB00044CBB,Clp_N,97,148
AB00044CBB,Sigma54_activat,590,732
AB00044E1K,AAA_lid_9,352,453
AB00044E1K,Clp_N,17,65
AB00044E1K,Clp_N,95,143
AB00044E1K,ClpB_D2-small,722,801
AB00044E1K,AAA,213,324
AB00044E1K,Sigma54_activat,547,664
AB00045RAT,Clp_N,16,68
AB00045RAT,Clp_N,93,142
AB00045RAT,ClpB_D2-small,720,800
AB00045RAT,TniB,193,344
AB00045RAT,Sigma54_activat,539,664
AB00045RAT,UVR,422,454
AB00045SRE,Clp_N,17,46
AB00045SRE,Clp_N,133,179
AB00045THX,Clp_N,113,163
AB00045THX,Clp_N,188,236
AB00045U2Q,AAA_lid_9,347,449
AB00045U2Q,ClpB_D2-small,776,856
AB00045U2Q,Clp_N,17,68
AB00045U2Q,Clp_N,97,150
AB00045U2Q,AAA,208,340
AB00045U2Q,Sigma54_activat,609,726
AB00047ILA,ClpB_D2-small,749,828
AB00047ILA,AAA,238,350
AB00047ILA,Clp_N,17,64
AB00047ILA,Clp_N,99,144
AB00047ILA,Sigma54_activat,544,681
AB00047ILA,UVR,450,485
AB00047REP,AAA_lid_9,369,470
AB00047REP,Clp_N,16,65
AB00047REP,Clp_N,97,139
AB00047REP,ClpB_D2-small,741,819
AB00047REP,AAA,230,341
AB00047REP,Sigma54_activat,564,672
AB00047WUE,Clp_N,16,65
AB00047WUE,Clp_N,93,142
AB00047WUE,ClpB_D2-small,719,799
AB00047WUE,AAA_5,211,290
AB00047WUE,Sigma54_activat,540,648
AB00047WUE,UVR,423,454
AB00047Y1P,AAA_lid_9,343,444
AB00047Y1P,AAA,204,336
AB00047Y1P,ClpB_D2-small,768,847
AB00047Y1P,Clp_N,17,68
AB00047Y1P,Clp_N,95,146
AB00047Y1P,Sigma54_activat,599,705
AB000480NZ,Clp_N,114,161
AB000480NZ,Clp_N,189,234
AB000482L6,Clp_N,16,68
AB000482L6,Clp_N,93,142
AB000482L6,ClpB_D2-small,722,802
AB000482L6,Sigma54_activat,532,651
AB000482L6,TniB,196,347
AB000482L6,UVR,425,459
AB000484T5,Clp_N,16,68
AB000484T5,Clp_N,93,143
AB000484T5,ClpB_D2-small,721,801
AB000484T5,AAA,211,327
AB000484T5,AAA_5,547,667
AB000484T5,UVR,423,457
AB000487FP,AAA_lid_9,344,446
AB000487FP,ClpB_D2-small,770,849
AB000487FP,Clp_N,17,67
AB000487FP,Clp_N,95,147
AB000487FP,AAA,205,317
AB000487FP,Sigma54_activat,605,724
AB00048IN1,Clp_N,113,164
AB00048IN1,Clp_N,190,234
AB00048KND,Clp_N,16,68
AB00048KND,Clp_N,93,142
AB00048KND,ClpB_D2-small,721,800
AB00048KND,TniB,194,345
AB00048KND,Sigma54_activat,540,665
AB00048KND,UVR,423,455
AB00048MS7,AAA_lid_9,376,476
AB00048MS7,AAA,236,367
AB00048MS7,ClpB_D2-small,732,811
AB00048MS7,Clp_N,54,103
AB00048MS7,Clp_N,127,173
AB00048MS7,Sigma54_activat,567,685
AB000497JK,Clp_N,16,64
AB000497JK,Clp_N,69,92
AB000497JK,Clp_N,124,177
AB00049B05,Clp_N,16,68
AB00049B05,Clp_N,93,142
AB00049B05,ClpB_D2-small,720,800
AB00049B05,Sigma54_activat,541,664
AB00049B05,TniB,194,344
AB00049B05,UVR,422,454
AB00049EHE,Clp_N,17,67
AB00049EHE,Clp_N,95,145
AB00049EHE,ClpB_D2-small,719,798
AB00049EHE,UVR,422,456
AB00049EHE,Sigma54_activat,542,663
AB00049EHE,TniB,192,343
AB00049G0E,AAA_lid_9,350,449
AB00049G0E,ClpB_D2-small,722,803
AB00049G0E,Clp_N,16,65
AB00049G0E,Clp_N,91,140
AB00049G0E,Sigma54_activat,547,675
